treatment,question,rep_id,fdom_env_count,fdom_phenotype_score,fdom_max_phenotype_score,fdom_norm_phenotype_score,fdom_gestation_time,fdom_genome_length,-1000_phenotype_score,min_genome_size,fancy_name
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_204,1,7,9,77.7777777778,211.0,111.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_241,1,3,9,33.3333333333,74.0,52.0,3,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_236,1,0,9,0.0,34.0,27.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_206,1,6,9,66.6666666667,144.0,86.0,6,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_243,1,7,9,77.7777777778,173.0,96.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_234,1,6,9,66.6666666667,131.0,81.0,6,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_249,1,0,9,0.0,35.0,28.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_215,1,4,9,44.4444444444,97.0,62.0,4,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_250,1,0,9,0.0,36.0,29.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_227,1,9,9,100.0,233.0,122.0,9,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_220,1,7,9,77.7777777778,203.0,109.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_218,1,0,9,0.0,34.0,27.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_212,1,9,9,100.0,349.0,171.0,9,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_233,1,6,9,66.6666666667,119.0,74.0,6,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_244,1,7,9,77.7777777778,172.0,96.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_239,1,0,9,0.0,33.0,26.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_201,1,0,9,0.0,35.0,28.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_205,1,0,9,0.0,36.0,29.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_237,1,0,9,0.0,36.0,29.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_240,1,0,9,0.0,33.0,25.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_216,1,7,9,77.7777777778,923.0,506.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_224,1,6,9,66.6666666667,120.0,77.0,6,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_223,1,7,9,77.7777777778,153.0,73.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_229,1,7,9,77.7777777778,290.0,149.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_211,1,0,9,0.0,33.0,26.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_247,1,7,9,77.7777777778,238.0,127.0,7,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_230,1,0,9,0.0,34.0,27.0,0,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_208,1,3,9,33.3333333333,67.0,48.0,3,0,Slip-NOP
Q1__Slip_NOP__MinGen_0,Q1,Q1__Slip_NOP__MinGen_0__rep_202,1,7,9,77.7777777778,141.0,57.0,7,0,Slip-NOP
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_212,16,32,64,50.0,248.5,127.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_218,16,48,64,75.0,231.0,108.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_220,16,48,64,75.0,229.0,109.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_201,16,32,64,50.0,271.75,136.0,40,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_239,16,40,64,62.5,226.5,106.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_244,16,32,64,50.0,236.25,116.0,40,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_233,16,48,64,75.0,216.0,104.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_249,16,32,64,50.0,249.5,116.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_234,16,64,64,100.0,221.5,113.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_243,16,32,64,50.0,224.0,104.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_206,16,48,64,75.0,210.5,104.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_227,16,16,64,25.0,136.0,63.0,16,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_250,16,32,64,50.0,225.0,110.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_215,16,48,64,75.0,229.25,109.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_211,16,48,64,75.0,224.5,112.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_229,16,48,64,75.0,309.5,149.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_223,16,48,64,75.0,212.0,104.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_202,16,48,64,75.0,243.0,113.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_208,16,48,64,75.0,249.5,118.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_230,16,32,64,50.0,325.0,145.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_247,16,64,64,100.0,246.0,122.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_240,16,16,64,25.0,227.0,108.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_237,16,64,64,100.0,234.0,114.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_205,16,64,64,100.0,236.0,118.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_224,16,56,64,87.5,237.0,113.0,56,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_216,16,48,64,75.0,230.5,113.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_226,16,48,64,75.0,254.0,117.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_214,16,64,64,100.0,226.5,109.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_242,16,48,64,75.0,183.5,84.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_235,16,64,64,100.0,272.5,135.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_248,16,48,64,75.0,225.0,105.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_207,16,32,64,50.0,234.0,113.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_232,16,56,64,87.5,217.0,109.0,56,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_245,16,48,64,75.0,227.0,107.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_238,16,64,64,100.0,211.0,106.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_219,16,48,64,75.0,229.5,110.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_213,16,48,64,75.0,258.0,116.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_221,16,64,64,100.0,241.0,124.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_225,16,48,64,75.0,235.0,112.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_217,16,64,64,100.0,221.5,105.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_236,16,48,64,75.0,235.5,114.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_241,16,48,64,75.0,213.0,103.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_204,16,48,64,75.0,227.0,109.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_209,16,16,64,25.0,215.0,111.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_203,16,56,64,87.5,208.0,101.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_246,16,48,64,75.0,278.0,135.0,48,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_231,16,32,64,50.0,234.0,113.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_210,16,64,64,100.0,229.0,118.0,64,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_222,16,32,64,50.0,201.0,99.0,32,0,Baseline
Q2__Slip_NONE__MinGen_0,Q2,Q2__Slip_NONE__MinGen_0__rep_228,16,32,64,50.0,231.0,107.0,32,0,Baseline
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_140,16,40,64,62.5,209.0,100.0,40,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_137,16,32,64,50.0,195.0,100.0,40,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_178,16,48,64,75.0,215.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_196,16,32,64,50.0,266.5,133.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_105,16,48,64,75.0,204.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_172,16,48,64,75.0,208.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_153,16,64,64,100.0,220.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_124,16,32,64,50.0,225.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_159,16,64,64,100.0,186.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_116,16,64,64,100.0,250.5,125.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_161,16,48,64,75.0,209.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_185,16,48,64,75.0,205.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_166,16,64,64,100.0,212.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_111,16,48,64,75.0,218.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_188,16,32,64,50.0,204.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_182,16,32,64,50.0,227.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_123,16,16,64,25.0,204.0,100.0,16,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_154,16,64,64,100.0,278.5,139.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_129,16,48,64,75.0,202.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_191,16,32,64,50.0,206.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_108,16,48,64,75.0,369.5,184.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_175,16,16,64,25.0,244.0,104.0,16,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_102,16,64,64,100.0,210.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_130,16,48,64,75.0,217.0,106.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_147,16,32,64,50.0,225.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_134,16,56,64,87.5,216.0,100.0,56,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_143,16,16,64,25.0,206.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_149,16,48,64,75.0,210.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_171,16,64,64,100.0,211.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_106,16,48,64,75.0,220.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_195,16,32,64,50.0,209.5,101.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_127,16,48,64,75.0,205.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_150,16,48,64,75.0,218.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_186,16,48,64,75.0,211.0,101.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_168,16,64,64,100.0,194.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_162,16,32,64,50.0,223.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_115,16,48,64,75.0,209.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_118,16,48,64,75.0,201.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_181,16,48,64,75.0,200.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_112,16,48,64,75.0,221.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_165,16,64,64,100.0,201.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_157,16,36,64,56.25,182.0,100.0,36,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_120,16,48,64,75.0,224.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_198,16,48,64,75.0,215.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_101,16,64,64,100.0,203.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_176,16,48,64,75.0,226.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_192,16,0,64,0.0,195.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_144,16,64,64,100.0,195.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_133,16,64,64,100.0,218.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_139,16,56,64,87.5,204.0,100.0,56,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_200,16,32,64,50.0,213.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_103,16,64,64,100.0,203.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_174,16,48,64,75.0,215.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_190,16,48,64,75.0,215.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_109,16,32,64,50.0,227.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_146,16,48,64,75.0,211.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_131,16,48,64,75.0,209.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_183,16,48,64,75.0,212.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_110,16,48,64,75.0,213.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_167,16,48,64,75.0,193.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_189,16,64,64,100.0,217.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_128,16,48,64,75.0,209.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_155,16,64,64,100.0,202.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_122,16,64,64,100.0,209.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_158,16,48,64,75.0,222.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_125,16,48,64,75.0,204.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_152,16,48,64,75.0,221.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_184,16,48,64,75.0,219.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_160,16,48,64,75.0,195.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_117,16,48,64,75.0,337.5,156.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_136,16,48,64,75.0,215.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_141,16,48,64,75.0,226.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_173,16,48,64,75.0,229.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_104,16,16,64,25.0,208.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_179,16,48,64,75.0,222.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_197,16,48,64,75.0,212.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_193,16,64,64,100.0,197.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_199,16,48,64,75.0,318.0,154.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_177,16,16,64,25.0,225.5,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_138,16,48,64,75.0,213.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_132,16,32,64,50.0,214.0,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_145,16,48,64,75.0,216.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_164,16,48,64,75.0,198.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_113,16,64,64,100.0,212.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_119,16,48,64,75.0,206.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_180,16,40,64,62.5,198.0,100.0,40,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_121,16,64,64,100.0,199.5,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_156,16,56,64,87.5,190.0,100.0,56,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_151,16,16,64,25.0,211.5,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_126,16,48,64,75.0,218.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_114,16,32,64,50.0,211.5,100.0,32,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_163,16,48,64,75.0,199.0,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_187,16,48,64,75.0,215.5,100.0,48,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_169,16,64,64,100.0,209.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_148,16,64,64,100.0,200.0,100.0,64,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_142,16,52,64,81.25,200.0,100.0,56,100,Slip-scatter
Q2__Slip_SCATTER__MinGen_100,Q2,Q2__Slip_SCATTER__MinGen_100__rep_135,16,48,64,75.0,210.0,100.0,48,100,Slip-scatter
